Date,Open,High,Low,Close,Volume,Adj Close
10/27/1997,78.64,79.75,73.94,74.75,105164000,14.22
10/24/1997,83.25,83.5,78.25,80,122778800,15.22
10/23/1997,82,83.62,80.75,81.87,93489600,15.58
10/22/1997,85.87,86.12,83.87,83.94,50656400,15.97
10/21/1997,85.94,85.94,84.87,85.12,60264800,16.2
10/20/1997,84.25,85.12,83.12,84.06,74026800,15.99
10/17/1997,84.62,85.12,81.87,83,98338400,15.79
10/16/1997,87.5,87.56,84.62,85.37,90182000,16.24
10/15/1997,85.56,87.25,85.5,86.69,265154400,16.49
10/14/1997,92.62,93,90.06,91.81,87709200,17.47
10/13/1997,93.5,93.62,91.75,92.56,46409600,17.61
10/10/1997,94.12,94.23,93,93,39668000,17.7
10/9/1997,94.12,95.25,93.62,94.69,42205600,18.02
10/8/1997,94.5,95,93.56,94.56,48621600,17.99
10/7/1997,94.12,95.62,93.62,95.25,42537600,18.12
10/6/1997,94.12,94.75,93.19,93.5,39713600,17.79
10/3/1997,94.75,94.75,92.25,93.31,43604000,17.75
10/2/1997,93.56,93.81,91.69,93.12,28330400,17.72
10/1/1997,92.75,93.37,90.62,93.25,74075600,17.74
9/30/1997,94.87,95,92.25,92.31,62021200,17.56
9/29/1997,93.69,96,93.37,95.37,27963200,18.15
9/26/1997,94.12,94.12,92.87,93.06,52354800,17.71
9/25/1997,94.75,96.19,93,93.12,54458400,17.72
9/24/1997,99,99.12,95.37,95.62,60664800,18.19
9/23/1997,96.87,99.25,96.62,99.12,57432000,18.86
9/22/1997,95.56,97.69,95.37,96.37,43994000,18.34
9/19/1997,95.25,95.62,94.81,95.44,45282400,18.16
9/18/1997,96.06,97.5,94.87,95,37023200,18.08
9/17/1997,97.12,97.75,95,95.66,70784000,18.2
9/16/1997,93,96.37,92.5,95.81,59700400,18.23
9/15/1997,94.19,95.44,92,92.06,33224000,17.52
9/12/1997,94.19,94.75,93.5,94.25,42529600,17.93
9/11/1997,94.87,96,93.25,95.25,51296000,18.12
9/10/1997,97.37,98.17,95.5,95.5,55259200,18.17
9/9/1997,96.19,97.81,96,97.75,56717600,18.6
9/8/1997,95.69,96.81,95.25,95.94,40360400,18.25
9/5/1997,95.75,96.25,94.37,94.56,39409200,17.99
9/4/1997,93.75,95.87,93.5,94.62,46934400,18
9/3/1997,95,96,93.75,93.81,46066400,17.85
9/2/1997,93.12,95.5,93,95.06,50916400,18.09
8/29/1997,91.75,93.37,91.5,92.12,38895600,17.53
8/28/1997,92.37,94.25,91.06,92.37,58621600,17.58
8/27/1997,92.06,94.12,91.87,94.06,44534400,17.9
8/26/1997,93.5,94.25,92.56,92.69,46042800,17.64
8/25/1997,95.56,96.62,93.5,94.19,65676400,17.92
8/22/1997,91.75,96.25,91.69,96.19,120192400,18.3
8/21/1997,100.87,100.87,97.69,98.37,62813200,18.72
8/20/1997,98.5,100.75,97.37,100.5,62654800,19.12
8/19/1997,96,98.25,95.36,97.91,68073600,18.63
8/18/1997,91.75,94.75,89.87,94.56,80085600,17.99
8/15/1997,95.37,95.75,92,92.12,66631600,17.53
8/14/1997,96.87,97.25,95.06,95.87,48156400,18.24
8/13/1997,97.25,98.12,94.25,96.37,63879200,18.34
8/12/1997,97.12,98.62,95,95.31,47946800,18.14
8/11/1997,97.25,97.87,93.75,96.12,73399600,18.29
8/8/1997,98.37,99.77,95.87,97.81,83373600,18.61
8/7/1997,101.5,101.81,100,100.06,62813600,19.04
8/6/1997,100.31,102,98.44,100.06,74238000,19.04
8/5/1997,97.69,100.12,96.87,99.69,86284400,18.97
8/4/1997,93.5,97,92.87,96.75,69578400,18.41
8/1/1997,92.75,94.31,90.5,93.62,87386800,17.81
7/31/1997,90.19,92.12,89.19,91.81,71150800,17.47
7/30/1997,87.5,90.37,87.25,89.37,42040800,17
7/29/1997,87.62,88.5,86.87,88.12,38321200,16.76
7/28/1997,89.25,89.75,87.94,88.56,31066400,16.84
7/25/1997,89.75,91.12,88.37,89.19,49560000,16.96
7/24/1997,89,90.62,88.37,89.75,48846000,17.07
7/23/1997,89.62,90.75,89,89.31,66578000,16.99
7/22/1997,85.56,88.94,85.39,88.75,63344000,16.88
7/21/1997,86.19,86.5,84.56,85.69,57112400,16.3
7/18/1997,86.75,87.62,84.75,86.44,89768400,16.44
7/17/1997,88.25,89.69,86.12,87.81,102946400,16.7
7/16/1997,86.37,88.87,84.75,88.37,188827600,16.81
7/15/1997,80.75,81.94,79.69,80.91,137650400,15.39
7/14/1997,77.25,78.98,76.75,78.75,91014800,14.98
7/11/1997,150.5,154,149.88,153.81,88641600,14.63
7/10/1997,152.5,153.5,149.75,150.13,104671200,14.28
7/9/1997,151,154.56,151,152.63,134427200,14.52
7/8/1997,147.81,150.38,146.25,149.63,88640800,14.23
7/7/1997,145.69,149,145.38,147.38,81052800,14.02
7/3/1997,144.63,145.31,143,144.94,69645600,13.78
7/2/1997,140,143.13,139,143,126900000,13.6
7/1/1997,142,142.13,138.63,139.06,120094400,13.23
6/30/1997,142.63,143.56,140.75,141.81,73996800,13.49
6/27/1997,145,145.13,142,142.25,83198400,13.53
6/26/1997,145.38,146.63,143.63,143.69,89320800,13.67
6/25/1997,148.75,148.88,145.88,146.69,71621600,13.95
6/24/1997,146.5,148.56,145.19,148,59868800,14.08
6/23/1997,146,147.25,145.13,145.19,55217600,13.81
6/20/1997,146.38,148.69,146,146.75,70870400,13.96
6/19/1997,146.5,147.5,144.75,146.44,67169600,13.93
6/18/1997,147.44,148.5,146.06,146.56,77522400,13.94
6/17/1997,147.31,150.13,146.5,149.69,84719200,14.24
6/16/1997,145.63,147.38,144.63,147.25,54288800,14
6/13/1997,143.88,147,142.25,144.75,120024800,13.77
6/12/1997,143,145.5,142,143.66,147144800,13.66
6/11/1997,145.25,147.88,142.13,147.5,104075200,14.03
6/10/1997,148.44,149,144.63,145.19,109618400,13.81
6/9/1997,147.88,149.75,147.88,149.25,95966400,14.19
6/6/1997,143.88,146.88,143,146,85673600,13.89
6/5/1997,144.38,145.48,142.63,143.14,112872000,13.61
6/4/1997,145.75,148,141.25,142.5,173323200,13.55
6/3/1997,148.5,148.5,144.83,145,178820800,13.79
6/2/1997,154,154.63,149.13,149.75,186443200,14.24
5/30/1997,142.5,153.63,140,151.5,459014400,14.41
5/29/1997,167.38,167.48,162.88,163.77,93404800,15.58
5/28/1997,169.69,169.75,165.5,167.13,110245600,15.89
5/27/1997,163.38,169.38,162.5,169.31,106044800,16.1
5/23/1997,162.75,164,161.5,163.19,43351200,15.52
5/22/1997,162.75,163.75,159.75,161.38,71460000,15.35
5/21/1997,163.5,165.13,162,162.5,105252800,15.45
5/20/1997,155.5,161.13,155.5,161,94090400,15.31
5/19/1997,155.25,156.75,153,154.75,53624000,14.72
5/16/1997,156.75,158.06,155,155.13,85354400,14.75
5/15/1997,153.63,158.63,152.88,158.13,92104800,15.04
5/14/1997,149.5,152.88,146.13,152.75,192022400,14.53
5/13/1997,158,158.5,151,152.38,153694400,14.49
5/12/1997,160.13,160.5,158.13,159.13,68047200,15.13
5/9/1997,160.88,161.5,157.75,159.5,93159200,15.17
5/8/1997,155.13,160.36,155,158.75,99770400,15.1
5/7/1997,156,160,155.75,155.88,81708000,14.82
5/6/1997,160.63,161,157.38,158,103409600,15.03
5/5/1997,158.5,162.5,157.56,162.5,104702400,15.45
5/2/1997,154.75,157.63,154,157.63,77264000,14.99
5/1/1997,153.38,154.88,151.88,153.75,96868000,14.62
4/30/1997,149.5,153.5,149.38,153.13,122580000,14.56
4/29/1997,149.13,150.13,148,150,84341600,14.27
4/28/1997,144.25,147,143.25,146.38,80194400,13.92
4/25/1997,144.25,145.88,143.88,143.88,79637600,13.68
4/24/1997,148.25,149.13,146.13,146.13,118114400,13.89
4/23/1997,141.25,146.63,140.88,146.25,121205600,13.9
4/22/1997,138.63,141.25,137.5,140.88,81165600,13.39
4/21/1997,137,140.14,136.25,138.38,89620000,13.16
4/18/1997,140.38,140.38,137,137.13,106872000,13.04
4/17/1997,135.25,138.94,134.5,138,130948000,13.12
4/16/1997,131,134.5,130.88,134,100414400,12.74
4/15/1997,132.13,133.5,128.25,131,199704800,12.45
4/14/1997,132.13,133.88,130.44,133.75,154790400,12.72
4/11/1997,135.25,135.25,129.75,130.5,192564000,12.41
4/10/1997,142.75,142.75,137.02,137.25,123181600,13.05
4/9/1997,147.5,148.25,142,142.25,81705600,13.52
4/8/1997,145.5,146.75,144.38,146.61,84747200,13.94
4/7/1997,146,149.13,144.94,145.13,98964000,13.8
4/4/1997,139.88,145.38,139.63,145,125324800,13.79
4/3/1997,136.25,141,136.13,140.63,102904800,13.37
4/2/1997,138.88,139.38,136.5,137,102557600,13.02
4/1/1997,137.63,139.75,137.38,139.31,90782400,13.24
3/31/1997,138.75,140.25,137,139.13,107790400,13.23
3/27/1997,142.5,143.88,137.25,139.13,140616000,13.23
3/26/1997,134.75,140.75,134.25,140.63,127732800,13.37
3/25/1997,131.25,135,130,133.25,115583200,12.67
3/24/1997,129.63,131.13,125.75,130.63,169920800,12.42
3/21/1997,133.63,134.19,130.38,130.5,82396800,12.41
3/20/1997,133.63,135.25,131.25,133.25,107778400,12.67
3/19/1997,135.5,136,132,133.38,134926400,12.68
3/18/1997,137.25,138,134.88,136.75,95223200,13
3/17/1997,136.13,136.75,131.38,136.38,161466400,12.97
3/14/1997,142.13,143.25,137.5,137.88,81598400,13.11
3/13/1997,141.63,143.5,140,141.25,90898400,13.43
3/12/1997,143.13,143.88,140,142.75,98388000,13.57
3/11/1997,144.63,146.13,143.5,143.88,80986400,13.68
3/10/1997,143.25,145.75,141.5,144.75,82115200,13.76
3/7/1997,146.5,148,142.5,143.5,86213600,13.64
3/6/1997,149.5,150.25,145.13,145.38,115592000,13.82
3/5/1997,148,149.63,147.63,149.5,99617600,14.21
3/4/1997,146.63,149.63,146,146.38,120270400,13.92
3/3/1997,141.13,146,140.5,145.88,82524000,13.87
2/28/1997,139.5,144.63,137,141.88,149775200,13.49
2/27/1997,146.13,146.25,139.63,139.73,101312000,13.28
2/26/1997,148.5,148.75,144.75,146.38,94690400,13.92
2/25/1997,150.75,151.38,147.5,148.88,99163200,14.15
2/24/1997,143.88,149.5,142.25,149.13,131964800,14.18
2/21/1997,149.5,149.64,145.38,146.38,127490400,13.92
2/20/1997,152.25,153,149.36,149.88,128985600,14.25
2/19/1997,154.13,155.75,153.25,153.88,55190400,14.63
2/18/1997,154.25,155.13,152.13,154.63,60033600,14.7
2/14/1997,156.13,157,153.5,154.5,69313600,14.69
2/13/1997,158,159,156,157,96499200,14.93
2/12/1997,151.75,157,150.5,156.75,112742400,14.9
2/11/1997,154.13,154.75,146.5,151.75,151842400,14.43
2/10/1997,157.75,158.63,150.98,151.63,126322400,14.42
2/7/1997,155.25,157.25,154.25,156.38,117951200,14.87
2/6/1997,156.88,157.38,150.75,153.13,180376800,14.56
2/5/1997,162.88,163,155,157.25,187991200,14.95
2/4/1997,164.25,164.88,162.38,164.75,89346400,15.66
2/3/1997,163.5,165,162,163.88,77328000,15.58
1/31/1997,160.63,164,160.25,162.25,100647200,15.43
1/30/1997,156.63,160.25,155.75,160.13,88168000,15.22
1/29/1997,152.5,154.75,151.5,154.75,74363200,14.71
1/28/1997,152.63,153.75,149.75,151,58843200,14.35
1/27/1997,150.89,152.25,149.25,150.13,69532000,14.27
1/24/1997,152,154.63,150.38,150.5,114352000,14.3
1/23/1997,153.25,155.88,151.63,151.75,99123200,14.42
1/22/1997,148.5,152.25,146.75,152.13,88490400,14.46
1/21/1997,145.13,148.38,144.88,148.06,64573600,14.07
1/20/1997,144.38,145.94,143.98,145.25,58668800,13.8
1/17/1997,142,145.38,142,144.06,97962400,13.69
1/16/1997,143.75,146,142.06,142.38,133381600,13.53
1/15/1997,147.5,147.88,141.5,142,227419200,13.5
1/14/1997,147.88,149.75,146.5,147.13,113872800,13.98
1/13/1997,145.75,147.77,144,146.88,116600000,13.96
1/10/1997,142.13,144.75,141.5,144.5,111907200,13.73
1/9/1997,143.38,144,141.75,143,77420000,13.59
1/8/1997,144,145.63,141.77,142.25,125510400,13.52
1/7/1997,138.56,143.5,137,143.38,96153600,13.63
1/6/1997,139.13,141.75,137.75,138.88,120549600,13.2
1/3/1997,133,138.5,132.63,138.38,95648000,13.15
1/2/1997,131.75,132,127.62,130.38,97639200,12.39
12/31/1996,133.38,134,130.75,130.94,51322400,12.44
12/30/1996,136.13,136.63,133.25,133.25,45784000,12.66
12/27/1996,137.13,137.25,134.88,135.38,33370400,12.87
12/26/1996,135.88,138.25,135.13,136.63,49676800,12.99
12/24/1996,132.38,135.63,130.88,135.5,34854400,12.88
12/23/1996,134.88,134.88,132.13,132.25,57603200,12.57
12/20/1996,138,138,134.25,134.63,107156000,12.8
12/19/1996,137.38,138.88,136,137.5,89845600,13.07
12/18/1996,132.25,135.88,131.25,135.75,85812000,12.9
12/17/1996,126.62,130.88,126.37,130,119589600,12.36
12/16/1996,133.38,133.88,126.87,127.25,118759200,12.09
12/13/1996,136.63,137.13,132,132.38,125048800,12.58
12/12/1996,141.13,141.5,136.75,136.88,151984800,13.01
12/11/1996,128.75,137,128,136.88,168052000,13.01
12/10/1996,132.75,133.38,129,129.13,86302400,12.27
12/9/1996,125.75,130.13,125.75,130.13,59799200,12.37
12/6/1996,124.5,127.62,123.37,125.69,104533600,11.95
12/5/1996,130.38,130.38,127.25,128.25,82200800,12.19
12/4/1996,127,129.63,125.87,129.5,97301600,12.31
12/3/1996,127.37,129.38,125.62,125.87,75824000,11.96
12/2/1996,126,127.5,124.37,127.12,62268000,12.08
11/29/1996,126.87,127.25,126.62,126.87,19584800,12.06
11/27/1996,124.37,127.25,123.5,126.62,85092800,12.03
11/26/1996,121.87,124.5,119.5,123.75,124950400,11.76
11/25/1996,121.87,122.62,119.37,121.5,62263200,11.55
11/22/1996,119.75,122.62,119.25,122.5,76026400,11.64
11/21/1996,121.75,121.87,117.75,118.87,95869600,11.3
11/20/1996,121.37,124.5,120.64,120.87,99407200,11.49
11/19/1996,115.12,121,115,120.75,89967200,11.48
11/18/1996,116.25,117,113.62,115.37,98204800,10.96
11/15/1996,120.25,120.25,115.37,115.87,121340000,11.01
11/14/1996,118.62,121.25,118.12,119.87,77549600,11.39
11/13/1996,121.12,121.37,118.52,119.5,72973600,11.36
11/12/1996,125,125.12,120.12,121,98851200,11.5
11/11/1996,122,124,121.25,123.87,49158400,11.77
11/8/1996,121.87,123,120.37,122.25,69125600,11.62
11/7/1996,120,124.75,118.75,122.12,129250400,11.61
11/6/1996,114,119.37,113.25,118.87,111770400,11.3
11/5/1996,110.37,114.37,110.37,114,82406400,10.83
11/4/1996,108.87,110.75,108.37,110.37,46838400,10.49
11/1/1996,109.87,109.87,108,108.75,61486400,10.34
10/31/1996,107.25,110.12,107.12,109.87,66129600,10.44
10/30/1996,104.87,107.37,104.75,106.75,69940000,10.15
10/29/1996,106.62,107.25,103.75,104.37,77648000,9.91
10/28/1996,105.87,107.5,105.62,106,61611200,10.07
10/25/1996,107.25,109.37,105.37,105.37,56904800,10.01
10/24/1996,109.87,111.25,107.5,107.5,69354400,10.21
10/23/1996,105.25,109.5,104.75,109.37,83144800,10.39
10/22/1996,107,107.75,104.75,105.5,97193600,10.02
10/21/1996,109.62,111.23,107.12,107.75,66499200,10.24
10/18/1996,110.75,110.75,109.25,110,62257600,10.45
10/17/1996,113.25,113.87,110.75,110.75,67586400,10.52
10/16/1996,110.5,112.98,109.03,112.62,87092000,10.7
10/15/1996,114.12,114.25,109.73,111.12,160209600,10.56
10/14/1996,106.62,108.25,105.62,107.62,89480800,10.22
10/11/1996,102.62,105.37,102.5,105.37,88411200,10.01
10/10/1996,99.25,101.87,99.12,99.87,67277600,9.49
10/9/1996,103.75,104,100.75,100.87,105073600,9.58
10/8/1996,105.5,107,101.37,101.62,112148800,9.65
10/7/1996,101.75,105,101.75,104.37,52123200,9.91
10/4/1996,100.75,101.75,100,101.69,44334400,9.66
10/3/1996,98.87,100.25,98.12,99.5,71356000,9.45
10/2/1996,96,99.37,95.87,99,71916800,9.4
10/1/1996,94.62,96.12,94.25,95.75,55946400,9.1
9/30/1996,96.75,97,95.25,95.44,42668000,9.07
9/27/1996,97.75,97.75,96.5,96.87,33680000,9.2
9/26/1996,97.62,99.5,96.5,97.37,82620800,9.25
9/25/1996,97.12,97.5,96.25,97.25,46242400,9.24
9/24/1996,96.12,97.75,96.12,96.5,63469600,9.17
9/23/1996,96.62,97,95.25,95.75,48962400,9.1
9/20/1996,97.12,98.12,96,97.37,81262400,9.25
9/19/1996,95.25,97.5,95,97,66176000,9.21
9/18/1996,94.87,97.5,93.37,95.62,103812000,9.08
9/17/1996,94.5,95,92.37,94.25,152990400,8.95
9/16/1996,88.12,89.37,87.62,88.62,70357600,8.42
9/13/1996,86.56,88.48,85.5,88.12,82940000,8.37
9/12/1996,85.25,85.62,84.62,85.37,49197600,8.11
9/11/1996,83.87,85.12,83.75,85,46831200,8.07
9/10/1996,83.37,84.52,82.75,84.31,77851200,8.01
9/9/1996,81.37,83.62,81.25,83.5,56342400,7.93
9/6/1996,81.37,82.12,80.5,81.25,39244000,7.72
9/5/1996,81.62,82,80.37,80.62,54436000,7.66
9/4/1996,81.75,82.5,81.37,82.25,39469600,7.81
9/3/1996,79.12,81.87,78.5,81.62,50458400,7.75
8/30/1996,81.25,81.5,79.75,79.81,26062400,7.58
8/29/1996,81.12,81.87,80.87,81.37,37079200,7.73
8/28/1996,81.75,82.25,81.12,81.25,32015200,7.72
8/27/1996,81.37,81.62,80.25,81.5,41030400,7.74
8/26/1996,81.37,81.5,80.5,81.25,32749600,7.72
8/23/1996,82.62,83.12,81.56,81.62,32100800,7.75
8/22/1996,80.87,83,80.62,83,58090400,7.88
8/21/1996,78.75,80.25,78.5,80.25,45863200,7.62
8/20/1996,80.75,80.87,79.5,79.5,33337600,7.55
8/19/1996,80.75,81.12,79.75,80.75,30192000,7.67
8/16/1996,81.62,82.12,80.87,81,44319200,7.69
8/15/1996,81.62,82.25,81.25,81.75,30832000,7.77
8/14/1996,80.62,82,80.5,81.75,50572800,7.77
8/13/1996,81.37,81.87,79.5,80.25,60300000,7.62
8/12/1996,82.12,83.25,81.25,82.12,53275200,7.8
8/9/1996,79.87,82.62,79.5,82.37,121416800,7.82
8/8/1996,81.75,82.14,80.5,80.75,86504800,7.67
8/7/1996,80.25,82.62,80,82.36,109771200,7.82
8/6/1996,77.75,79.87,77.5,79.87,64801600,7.59
8/5/1996,78.75,79.62,78.12,78.12,60604800,7.42
8/2/1996,78,79.12,77.86,78.75,107475200,7.48
8/1/1996,75.37,77.03,74.87,77,81130400,7.31
7/31/1996,74.52,75.37,74.12,75.12,64205600,7.14
7/30/1996,73.62,74.62,73.06,74.37,58967200,7.06
7/29/1996,74,75.12,72.87,72.87,70988800,6.92
7/26/1996,72.62,74.37,72.37,74.25,82870400,7.05
7/25/1996,70.64,72.25,69.75,72.12,74887200,6.85
7/24/1996,66.37,70.25,66.02,69,133832000,6.55
7/23/1996,72.75,72.75,69,69.5,105624000,6.6
7/22/1996,72.62,72.75,71.36,72.25,52232000,6.86
7/19/1996,72.25,73.37,71.62,72.75,76216000,6.91
7/18/1996,72.12,72.75,71.25,72.5,80169600,6.88
7/17/1996,74,74.25,70.75,71.62,199531200,6.8
7/16/1996,68.62,70.12,64.12,70,200755200,6.65
7/15/1996,70.5,70.87,68.62,69.12,97682400,6.56
7/12/1996,70.87,71.78,70.12,71.25,141623200,6.76
7/11/1996,71.62,72,68.62,69.5,145704000,6.6
7/10/1996,73,73.12,71.5,72.87,91695200,6.92
7/9/1996,73.87,74.25,73.12,73.37,35956800,6.97
7/8/1996,72.25,74.5,72,73,65053600,6.93
7/5/1996,73,74.5,72,72.12,39507200,6.85
7/3/1996,74.62,75,73.62,74.87,60736000,7.11
7/2/1996,74.87,75.89,74.5,74.75,51651200,7.1
7/1/1996,73.75,75.37,73.37,75.12,35018400,7.13
6/28/1996,74.12,74.37,73.25,73.44,32252800,6.97
6/27/1996,72.37,74,71.56,73.87,46257600,7.01
6/26/1996,73,73,71.12,72.5,59177600,6.88
6/25/1996,74,74.5,72.12,72.87,34814400,6.92
6/24/1996,71.37,74.25,71.25,73.61,57836800,6.99
6/21/1996,71.37,71.62,70.37,71.37,54253600,6.78
6/20/1996,71.5,71.87,70.25,71.12,73817600,6.75
6/19/1996,70.75,71.75,70.37,71.37,71435200,6.78
6/18/1996,72,72.12,70.25,70.37,60051200,6.68
6/17/1996,73.12,73.25,71.25,72,70758400,6.83
6/14/1996,74.87,75,72.75,73,61307200,6.93
6/13/1996,76.75,76.75,74.75,75,62036000,7.12
6/12/1996,76.37,77.75,75.87,76.75,66422400,7.29
6/11/1996,74.37,75.87,74,75.25,42351200,7.14
6/10/1996,75.25,75.25,74.12,74.12,36408000,7.04
6/7/1996,73.77,75.5,73.5,75.25,70562400,7.14
6/6/1996,77.25,77.5,75.12,75.25,51574400,7.14
6/5/1996,76,77,75.62,76.87,35413600,7.3
6/4/1996,77,77.5,75.87,76.31,56274400,7.24
6/3/1996,75.12,77,74.75,76.62,69614400,7.27
5/31/1996,73.87,75.62,73.66,75.5,145089600,7.17
5/30/1996,71.37,71.62,70.75,71.5,61696800,6.79
5/29/1996,72.62,73,71.25,71.37,59422400,6.78
5/28/1996,71.12,73,71.12,72.5,53196800,6.88
5/24/1996,70.87,71.37,70.62,71,33536800,6.74
5/23/1996,70.12,71.75,69.62,70.87,45295200,6.73
5/22/1996,69.75,70.12,69.12,69.87,45796800,6.63
5/21/1996,71,71.25,70.12,70.25,39953600,6.67
5/20/1996,71.37,71.75,70.87,71,33077600,6.74
5/17/1996,72.25,72.37,71,71.12,40084000,6.75
5/16/1996,71.75,72.25,71.25,71.87,40033600,6.82
5/15/1996,72.62,73.62,72.25,72.37,60852000,6.87
5/14/1996,72,73.5,71.87,72.87,114499200,6.92
5/13/1996,69.12,71.75,69,71.75,76656800,6.81
5/10/1996,69.25,69.5,68.87,69.12,48227200,6.56
5/9/1996,68.87,69.62,68.37,68.62,50893600,6.51
5/8/1996,67.62,69,66.5,68.75,64528800,6.53
5/7/1996,68.87,69.25,67.75,67.87,42147200,6.44
5/6/1996,68.62,69,67.87,68.75,40720800,6.53
5/3/1996,68.25,69.37,68,68.69,61840800,6.52
5/2/1996,67.87,68.87,67.75,68,63019200,6.46
5/1/1996,67.37,68.94,67.25,67.87,52056800,6.44
4/30/1996,67.87,68,67.23,67.75,46836800,6.43
4/29/1996,68.87,69,67.87,68.12,35319200,6.47
4/26/1996,69.62,70.37,69,69.25,73344800,6.57
4/25/1996,70,70,68.75,69.62,77232800,6.61
4/24/1996,69,70.37,68,70.25,163722400,6.66
4/23/1996,67.52,68.12,66.75,68.11,63572000,6.46
4/22/1996,65.62,67.75,65.62,67.75,83480800,6.43
4/19/1996,66.5,66.5,65.12,65.25,62551200,6.19
4/18/1996,64.37,65.87,64.25,65.75,73107200,6.24
4/17/1996,64.62,64.97,63.73,64.19,70596000,6.09
4/16/1996,64,65,63.75,64.87,191147200,6.15
4/15/1996,59.75,60.88,59.63,60.63,42540800,5.75
4/12/1996,60.38,60.5,59.5,59.63,48440800,5.66
4/11/1996,61.38,62,59.88,60.44,105884000,5.73
4/10/1996,61.38,63.13,61.25,61.75,131409600,5.86
4/9/1996,61.5,62.13,60.63,61.88,115986400,5.87
4/8/1996,58.38,60.88,58.25,60.63,115408800,5.75
4/4/1996,57.75,59.38,57.38,59.25,72766400,5.62
4/3/1996,56.75,57.88,56.38,57.63,33368800,5.47
4/2/1996,57.13,57.25,56.63,56.88,17644800,5.4
4/1/1996,57.13,57.5,56.63,57.13,28519200,5.42
3/29/1996,56.73,57.38,56.25,56.88,36318400,5.4
3/28/1996,56.38,57.38,56.19,56.38,32305600,5.35
3/27/1996,56.38,57.38,56.13,56.63,51588800,5.37
3/26/1996,54.5,56.38,54.13,56.13,49976800,5.33
3/25/1996,56.38,56.75,54.75,54.89,45829600,5.21
3/22/1996,56.25,56.5,55.5,56.13,30303200,5.33
3/21/1996,55.63,56.5,55.13,55.88,47616800,5.3
3/20/1996,57.88,58.25,55.13,55.5,118391200,5.27
3/19/1996,59.81,59.88,58.38,58.75,44320000,5.57
3/18/1996,59.75,60.25,59.33,59.5,62223200,5.65
3/15/1996,56.5,59.13,56.25,58.88,87536800,5.59
3/14/1996,56.5,57.38,56.13,56.13,57525600,5.33
3/13/1996,55.63,56.88,54.88,56.13,69127200,5.33
3/12/1996,55.13,55.25,54.06,54.88,48633600,5.21
3/11/1996,54,55.38,53.86,55.25,75256000,5.24
3/8/1996,51.63,54.13,51.5,53.5,111921600,5.08
3/7/1996,53.38,53.75,52.75,53.13,74715200,5.04
3/6/1996,55.13,55.63,53.19,53.25,67897600,5.05
3/5/1996,55,55.88,54.75,55.38,59856800,5.25
3/4/1996,56.13,56.25,54.75,54.88,70285600,5.21
3/1/1996,57.63,57.75,55,56.06,145034400,5.32
2/29/1996,60,60.13,58.75,58.81,73402400,5.58
2/28/1996,60.5,61.5,60.5,60.75,42570400,5.76
2/27/1996,60.38,60.75,60,60.25,36168000,5.72
2/26/1996,60.75,61.13,60,60.38,35695200,5.73
2/23/1996,61.13,61.63,60.23,60.81,57186400,5.77
2/22/1996,59.5,61.25,59.13,61,89480800,5.79
2/21/1996,58.25,59.25,57.75,59.25,48394400,5.62
2/20/1996,57.25,58.5,57.13,57.88,41164800,5.49
2/16/1996,57.75,58.75,57.25,57.56,48668000,5.46
2/15/1996,57.75,58.25,57.38,57.5,48066400,5.46
2/14/1996,57.13,58,56.88,58,49426400,5.5
2/13/1996,56.5,57.88,56,57.13,77997600,5.42
2/12/1996,58,59,58,58.23,46727200,5.52
2/9/1996,57.88,58.63,57.38,58,50028800,5.5
2/8/1996,58.13,58.27,57,57.88,48796800,5.49
2/7/1996,59.13,59.56,57.5,58.25,70611200,5.53
2/6/1996,58.88,60,58.38,59.5,85640000,5.65
2/5/1996,57.13,58.5,56.88,58.5,67600800,5.55
2/2/1996,56.38,57.13,56,56.75,51456000,5.38
2/1/1996,55,56.5,54.86,56.25,66874400,5.34
1/31/1996,54.38,55.44,53.75,55.23,72689600,5.24
1/30/1996,54.5,54.75,53.75,54.13,43040000,5.14
1/29/1996,55.5,55.5,54.25,54.44,39158400,5.16
1/26/1996,54.13,55,53.63,55,66812800,5.21
1/25/1996,55.5,56.88,54.38,54.63,115267200,5.18
1/24/1996,53.38,55,53,54.75,94037600,5.19
1/23/1996,52.25,52.88,52.25,52.69,69244800,5
1/22/1996,51.38,52.52,51,52,106812800,4.93
1/19/1996,51.38,51.63,50.63,51.38,128462400,4.87
1/18/1996,50.75,51.63,50.25,51,132712000,4.84
1/17/1996,50.94,52.63,49.81,50,546630400,4.74
1/16/1996,53.88,55.88,52,55.75,150692800,5.29
1/15/1996,56.63,56.75,53.36,53.38,106633600,5.06
1/12/1996,57.13,57.5,55.25,56.63,70219200,5.37
1/11/1996,55.81,57.13,54.38,56.88,83769600,5.39
1/10/1996,54.25,55,53.25,54.13,137448000,5.13
1/9/1996,57.63,57.75,54.75,55,110116800,5.21
1/8/1996,58.13,58.38,57.38,57.63,17544000,5.46
1/5/1996,57.13,58.75,56.75,57.5,65434400,5.45
1/4/1996,58.75,58.88,56,57.5,100259200,5.45
1/3/1996,58.63,59.38,57.59,57.75,72678400,5.48
1/2/1996,57.38,58.75,56.88,58.63,62854400,5.56
12/29/1995,57.13,58,56.75,56.75,55903200,5.38
12/28/1995,58,58.13,57,57.13,63944800,5.42
12/27/1995,59.5,60.13,58.75,58.88,32307200,5.58
12/26/1995,59,59.88,58.88,59.38,22500000,5.63
12/22/1995,59.38,59.77,58.63,59,41667200,5.59
