TRACTFIPS10,Tract ID IHS,City -Suburb,Community Area,Median Household Income ,Median Family Income , Median Gross Rent , Median Home Value ,Share of  Married-Couple family with householder 15to34years,Share of Nonfamily Households15to34years,Share of Householder Aged 15to34 ,Share of Householder Aged 65,Share of households with Social Security Income,Share of households with Retirement Income,Share Family Households,share with Cash Public Assistance or Food Stamps,Below Poverty Level perPopulation,famliyhousehold Single-Parent Households with  children under 18,share of White Alone, share of African American Alone, share ofAsian Alone,Largest Racial Category by Share of Population, share of Hispanic or Latino,share of Households Owner-occupied, share of HouseholdsRenter-occupied,share of owner-occupied  in Single Family, owner-occupied units 24,owner-occupied 5 to 49units,renter-occupiedin Single Family, renter-occupied 2to4units, renter-occupied 5to49units,renter-occupied  in 50+,"Cumulative Foreclosure Filing Activity, 2005","Cumulative Foreclosure Filing Activity, 2006","Cumulative Foreclosure Filing Activity, 2007","Cumulative Foreclosure Filing Activity, 2008","Cumulative Foreclosure Filing Activity, 2009","Cumulative Foreclosure Filing Activity, 2010","Cumulative Foreclosure Filing Activity, 2011","Cumulative Foreclosure Filing Activity, 2012","Mortgage Originations, 2008","Mortgage Originations, 2009","Mortgage Originations, 2010","Mortgage Originations, 2011","Mortgage Originations, 2012","Mortgages per 100 Residential Parcels, 2008","Mortgages per 100 Residential Parcels, 2009","Mortgages per 100 Residential Parcels, 2010","Mortgages per 100 Residential Parcels, 2011","Mortgages per 100 Residential Parcels, 2012",Violent per100 population,Property per100 population,Motor Vehicle Theft per100 population,Other per100 population,Part I Crimesper 100population,LAT,LON
17031480200,4802,Chicago,CALUMET HEIGHTS,39597,68583,859,170300,0.041,0.01,0.064,0.325,0.446,0.319,0.605,0.203,0.18,0.174,0,1,0,African-American,0,0.586,0.414,0.789,0.211,0,0,0.98,0,0.02,12,16,31,36,44,51,55,60,37,28,21,14,27,10.2,7.7,5.8,3.9,7.5,4.6,9.2,1.7,5.2,13.8,41.7351237,-87.5898841
17031480300,4803,Chicago,CALUMET HEIGHTS,58429,61528,1083,174100,0,0.042,0.063,0.355,0.426,0.426,0.572,0.188,0.125,0.325,0.018,0.971,0,African-American,0.043,0.704,0.296,0.817,0.087,0,0.263,0.64,0.097,0,17,27,37,66,82,93,100,112,50,30,23,17,10,11.1,6.7,5.1,3.8,2.2,4.8,6.4,1.4,4.8,11.2,41.7291942,-87.5879725
17031480400,4804,Chicago,CALUMET HEIGHTS,56698,60625,1139,186500,0.008,0.016,0.036,0.454,0.435,0.403,0.706,0.14,0.109,0.127,0.01,0.975,0.002,African-American,0.008,0.887,0.113,0.994,0.006,0,0.576,0.424,0,0,43,89,147,207,253,311,347,417,292,171,150,124,136,12.1,7.1,6.2,5.2,5.7,2.8,4.8,0.5,3.3,7.6,41.7284498,-87.5756385
17031480500,4805,Chicago,CALUMET HEIGHTS,52500,57333,1096,156600,0.04,0.006,0.088,0.264,0.311,0.241,0.768,0.221,0.205,0.145,0.042,0.836,0,African-American,0.153,0.692,0.308,0.929,0.071,0,0.656,0.294,0.049,0,30,57,105,126,148,179,198,223,115,76,60,46,45,11.2,7.4,5.8,4.5,4.4,3.5,5.5,0.8,3.9,9,41.7275503,-87.5590499
17031490300,4903,Chicago,ROSELAND,38568,44545,922,166700,0.035,0,0.061,0.332,0.379,0.298,0.534,0.237,0.208,0.163,0.015,0.94,0,African-American,0.013,0.76,0.24,0.94,0.034,0,0.716,0.205,0.079,0,19,48,72,94,104,123,144,158,101,56,42,33,48,10.9,6,4.5,3.6,5.2,4.8,3.4,0.6,6.1,8.1,41.7253813,-87.619148
17031490400,4904,Chicago,ROSELAND,54327,80673,1100,193400,0.009,0,0.009,0.269,0.305,0.153,0.613,0.185,0.144,0.13,0,0.986,0.014,African-American,0,0.747,0.253,0.936,0.064,0,0.559,0.324,0.117,0,13,20,26,35,48,56,66,78,43,27,20,17,22,11.5,7.2,5.3,4.5,5.9,3.7,5,1.4,4.8,8.7,41.7236539,-87.6108237
17031490500,4905,Chicago,ROSELAND,49375,53697,1133,162600,0.07,0.009,0.095,0.352,0.336,0.29,0.712,0.286,0.076,0.227,0.029,0.934,0.018,African-American,0.042,0.737,0.263,0.902,0.098,0,0.335,0.585,0.08,0,8,24,44,63,79,88,100,118,81,42,32,33,47,11.1,5.8,4.4,4.5,6.4,6.6,5.8,1,4.7,12.4,41.7179274,-87.6132064
17031490600,4906,Chicago,ROSELAND,48145,49688,1250,143800,0,0,0.074,0.395,0.395,0.341,0.703,0.214,0.16,0.26,0.002,0.922,0.061,African-American,0.001,0.877,0.123,0.906,0.094,0,1,0,0,0,24,43,69,79,93,108,129,143,64,47,21,27,23,10.7,7.9,3.5,4.5,3.9,8.9,8.4,2.2,5.5,17.4,41.7179734,-87.6283302
17031490700,4907,Chicago,ROSELAND,42500,52548,1006,126900,0.006,0.04,0.075,0.394,0.494,0.257,0.78,0.335,0.191,0.17,0.008,0.975,0.003,African-American,0,0.757,0.243,0.962,0.038,0,0.721,0.25,0.029,0,42,77,123,162,195,230,256,289,114,82,30,28,41,11.1,8,2.9,2.7,4,4.3,3.1,0.7,7.1,7.4,41.7107319,-87.6283648
17031490800,4908,Chicago,ROSELAND,41062,46086,990,140200,0,0.02,0.1,0.403,0.471,0.374,0.658,0.208,0.155,0.188,0.025,0.939,0,African-American,0.005,0.748,0.252,0.898,0.102,0,0.316,0.319,0.251,0.114,35,81,126,158,193,227,254,284,167,111,62,56,45,13,8.6,4.8,4.4,3.5,4.7,5.1,1,7.2,9.8,41.7106828,-87.6153371
17031490901,4909.01,Chicago,ROSELAND,26741,34291,786,155600,0.02,0.037,0.152,0.261,0.261,0.17,0.563,0.345,0.356,0.33,0.021,0.968,0.007,African-American,0.007,0.235,0.765,0.705,0.295,0,0.148,0.306,0.485,0.06,22,52,84,127,152,180,201,227,99,50,34,36,32,11.9,6,4.1,4.3,3.8,6.6,5.2,0.5,6.9,11.8,41.6960582,-87.6162677
17031490902,4909.02,Chicago,ROSELAND,39714,53056,923,149000,0.066,0.01,0.101,0.446,0.458,0.324,0.614,0.144,0.132,0.17,0.003,0.985,0.007,African-American,0,0.608,0.392,0.95,0.05,0,0.211,0.325,0.359,0.104,51,102,157,198,229,285,317,359,176,116,63,72,74,10.9,7.2,3.9,4.5,4.6,5.3,6.2,0.8,8.5,11.5,41.7032801,-87.6153262
17031491000,4910,Chicago,ROSELAND,25443,32045,925,106900,0.032,0.017,0.119,0.356,0.393,0.177,0.721,0.459,0.383,0.351,0.012,0.969,0,African-American,0.012,0.545,0.455,0.838,0.162,0,0.522,0.224,0.046,0.207,56,145,284,397,470,518,564,607,148,92,61,49,24,9.8,6.1,4.1,3.3,1.6,11.3,6.3,0.7,11.5,17.4,41.6997585,-87.6280506
17031491100,4911,Chicago,ROSELAND,46333,50513,1446,148400,0.024,0.022,0.113,0.359,0.432,0.379,0.712,0.165,0.229,0.229,0.026,0.97,0,African-American,0.005,0.813,0.187,0.946,0.023,0.012,0.856,0.069,0.076,0,33,70,111,162,205,238,265,307,158,109,77,76,75,10.2,7,5,4.9,4.8,3.4,4,0.5,5.2,7.4,41.6997569,-87.6376956
17031491200,4912,Chicago,ROSELAND,39688,38910,1305,122900,0,0.007,0.103,0.375,0.477,0.327,0.762,0.344,0.221,0.268,0.003,0.997,0,African-American,0.007,0.666,0.334,0.965,0.024,0.011,0.544,0.29,0.165,0,26,48,72,99,113,136,150,170,79,46,25,31,35,10.9,6.3,3.4,4.3,4.8,4.9,3.3,0.7,4.6,8.3,41.6887765,-87.6374383
17031491300,4913,Chicago,ROSELAND,33039,40170,1108,89800,0.021,0.032,0.109,0.164,0.269,0.134,0.707,0.337,0.296,0.313,0.009,0.978,0,African-American,0.017,0.408,0.592,0.669,0.331,0,0.356,0.644,0,0,43,98,152,198,232,255,273,303,94,32,17,12,20,12.5,4.2,2.3,1.6,2.7,11.2,6,0.8,11,17.1,41.6888969,-87.6278036
17031491400,4914,Chicago,ROSELAND,31582,39058,856,93100,0.037,0.056,0.17,0.21,0.306,0.107,0.52,0.44,0.333,0.349,0.012,0.977,0,African-American,0,0.283,0.717,0.374,0.594,0.032,0.118,0.534,0.348,0,26,46,75,110,137,157,175,192,68,35,32,13,16,11.6,6,5.5,2.2,2.7,10.8,8.5,1.1,12.1,19.2,41.6891232,-87.6168215
17031500100,5001,Chicago,PULLMAN,47381,55156,835,137700,0.049,0.016,0.115,0.419,0.412,0.252,0.671,0.21,0.146,0.185,0.003,0.989,0.004,African-American,0.016,0.506,0.494,0.97,0.03,0,0.935,0.023,0.042,0,26,54,80,108,125,160,184,199,84,58,44,25,47,9.6,6.7,5,2.9,5.4,3.9,3.8,0.9,4.1,7.7,41.714684,-87.5950237
17031500200,5002,Chicago,PULLMAN,24923,22955,1064,104900,0.028,0.014,0.162,0.185,0.3,0.174,0.68,0.499,0.473,0.444,0.039,0.941,0.013,African-American,0.037,0.482,0.518,0.912,0.088,0,0.266,0.313,0,0.42,27,55,83,122,142,157,172,189,47,34,22,17,21,8.4,6.1,3.9,3,3.8,8.9,4.8,0.8,8.7,13.7,41.7008551,-87.6003088
17031500300,5003,Chicago,PULLMAN,43772,42750,791,145600,0.006,0.078,0.207,0.116,0.15,0.103,0.457,0.175,0.211,0.36,0.464,0.447,0,White,0.249,0.368,0.632,0.92,0.039,0.042,0.152,0.807,0.041,0,9,18,26,35,47,64,72,83,44,42,21,23,28,7.3,7,3.5,3.8,4.7,4.5,5.6,1.3,8.8,10.1,41.689315,-87.6053698
17031510100,5101,Chicago,SOUTH DEERING,32850,37893,805,132500,0.12,0,0.164,0.174,0.202,0.053,0.751,0.194,0.244,0.13,0.558,0.051,0,White,0.834,0.691,0.309,0.929,0.071,0,0.219,0.715,0.066,0,10,15,25,42,61,74,84,94,54,57,48,38,29,6.3,6.7,5.6,4.5,3.4,2.1,2.1,0.5,2.6,4.2,41.7126213,-87.5500748
17031510200,5102,Chicago,SOUTH DEERING,47841,50132,1158,129600,0,0.043,0.097,0.259,0.286,0.152,0.715,0.189,0.291,0.267,0.175,0.792,0.003,African-American,0.144,0.668,0.332,0.979,0,0,0.826,0.174,0,0,27,64,105,140,169,193,220,240,109,81,49,21,35,9.7,7.2,4.4,1.9,3.1,3.4,3.5,0.7,4.6,7,41.7142531,-87.5600413
17031510300,5103,Chicago,SOUTH DEERING,32500,39118,1054,95900,0.015,0.011,0.058,0.325,0.368,0.217,0.704,0.252,0.325,0.211,0.005,0.938,0.006,African-American,0.011,0.595,0.405,0.991,0.009,0,0.655,0.208,0.028,0.109,56,114,171,244,306,359,409,458,201,116,72,44,52,10.2,5.9,3.6,2.2,2.6,5,5.1,0.4,4.6,10.1,41.7157376,-87.5749726
17031520100,5201,Chicago,EAST SIDE,28365,31875,842,150500,0.037,0.059,0.137,0.133,0.186,0.17,0.697,0.256,0.527,0.378,0.583,0.136,0,White,0.844,0.399,0.601,0.725,0.275,0,0.17,0.83,0,0,5,8,12,21,37,47,57,68,37,13,9,13,11,9.2,3.2,2.2,3.2,2.7,3.6,2,0.7,5.3,5.6,41.7211184,-87.5294325
17031520200,5202,Chicago,EAST SIDE,30382,30477,747,122600,0.043,0.073,0.319,0.149,0.191,0.083,0.702,0.263,0.425,0.45,0.789,0.09,0,White,0.833,0.351,0.649,0.825,0.127,0.048,0.174,0.727,0.069,0.03,4,9,27,40,60,76,92,108,51,26,15,9,23,7.2,3.7,2.1,1.3,3.3,3.1,2.5,0.5,3.5,5.6,41.712308,-87.5406914
17031520300,5203,Chicago,EAST SIDE,40703,46221,829,117700,0.121,0.043,0.235,0.189,0.246,0.164,0.788,0.204,0.237,0.151,0.753,0.012,0.003,White,0.877,0.686,0.314,0.766,0.234,0,0.341,0.636,0.023,0,19,42,62,89,129,166,191,227,142,87,61,66,62,9.7,5.9,4.2,4.5,4.2,2.3,1.9,0.4,3.1,4.1,41.7011139,-87.5395629
17031520400,5204,Chicago,EAST SIDE,45000,47934,829,154700,0.019,0.021,0.12,0.231,0.302,0.165,0.824,0.136,0.2,0.193,0.76,0.007,0,White,0.808,0.735,0.265,0.804,0.196,0,0.165,0.771,0.064,0,9,18,26,39,60,76,92,110,104,68,44,38,52,10.3,6.7,4.3,3.8,5.1,1.5,2.6,0.5,2.9,4,41.7029904,-87.5307269
17031520500,5205,Chicago,EAST SIDE,62965,67260,630,165300,0.054,0.021,0.136,0.243,0.307,0.233,0.754,0.106,0.1,0.077,0.84,0.005,0.003,White,0.637,0.834,0.166,0.974,0.026,0,0.538,0.377,0.085,0,6,17,30,44,66,82,105,123,129,109,87,89,89,9,7.6,6.1,6.2,6.2,1.2,1.5,0.2,1.8,2.7,41.6931166,-87.5308705
17031520600,5206,Chicago,EAST SIDE,44858,53984,843,132600,0.043,0.009,0.144,0.326,0.357,0.275,0.811,0.085,0.065,0.214,0.79,0,0.024,White,0.717,0.946,0.054,0.989,0.011,0,0.37,0.63,0,0,10,12,21,28,42,54,65,83,73,47,39,48,37,9.3,6,5,6.1,4.7,2.1,2.6,0.4,3.3,4.6,41.6895203,-87.5404
17031530100,5301,Chicago,WEST PULLMAN,28910,45370,748,117000,0.028,0.029,0.125,0.204,0.317,0.206,0.681,0.416,0.295,0.173,0.295,0.572,0,African-American,0.36,0.424,0.576,0.681,0.319,0,0.275,0.525,0.094,0.107,14,40,70,103,125,146,152,159,48,18,19,6,9,9.4,3.5,3.7,1.2,1.8,5.1,3.4,0.4,8.3,8.5,41.6818522,-87.6179395
17031530200,5302,Chicago,WEST PULLMAN,26559,25163,1118,121500,0.005,0.017,0.162,0.274,0.322,0.235,0.774,0.474,0.42,0.338,0.003,0.993,0,African-American,0.021,0.458,0.542,0.703,0.297,0,0.479,0.476,0.045,0,80,186,297,412,488,529,570,616,170,89,34,34,24,10.9,5.7,2.2,2.2,1.5,8.3,5.6,0.8,11,13.7,41.6815612,-87.6323954
17031530300,5303,Chicago,WEST PULLMAN,40734,43393,1105,127000,0.027,0,0.087,0.428,0.511,0.337,0.73,0.168,0.178,0.175,0.016,0.955,0,African-American,0.026,0.804,0.196,0.965,0.035,0,0.757,0.243,0,0,45,101,154,197,236,278,311,358,177,102,73,52,63,11.4,6.5,4.7,3.3,4,5.3,5.5,1.1,7.1,10.8,41.6813144,-87.6517524
17031530400,5304,Chicago,WEST PULLMAN,49194,65136,846,127500,0,0.041,0.095,0.343,0.393,0.317,0.802,0.406,0.198,0.227,0.002,0.998,0,African-American,0,0.765,0.235,0.941,0.059,0,0.681,0.319,0,0,22,45,72,108,133,153,172,192,78,38,25,25,40,9.3,4.5,3,3,4.8,4.4,4.1,0.6,5.3,8.6,41.6740397,-87.6515267
17031530501,5305.01,Chicago,WEST PULLMAN,38327,34601,1148,134800,0.04,0.026,0.141,0.249,0.36,0.168,0.685,0.296,0.459,0.275,0.017,0.965,0,African-American,0.004,0.481,0.519,0.911,0.073,0.016,0.548,0.372,0.08,0,64,163,257,352,415,470,500,557,176,112,75,47,47,11.1,7,4.7,3,3,5.7,5.1,0.9,7.9,10.8,41.674278,-87.632166
17031530502,5305.02,Chicago,WEST PULLMAN,39688,40833,1283,144500,0,0,0.01,0.444,0.517,0.593,0.875,0.311,0.211,0.145,0,1,0,African-American,0,0.8,0.2,0.977,0.023,0,0.867,0.133,0,0,20,38,64,89,103,114,125,143,52,48,31,30,19,8.8,8.2,5.3,5.1,3.2,5.7,7.3,1.1,8.2,13.1,41.6660802,-87.6250225
17031530503,5305.03,Chicago,WEST PULLMAN,60135,61021,1217,133800,0.04,0,0.122,0.318,0.383,0.274,0.677,0.242,0.172,0.221,0.002,0.983,0,African-American,0.003,0.868,0.132,0.989,0.011,0,0.726,0.274,0,0,57,132,224,302,357,416,467,517,212,133,105,64,78,11,6.9,5.4,3.3,4,4.5,4.9,1.3,4.8,9.4,41.6642039,-87.6375356
17031530600,5306,Chicago,WEST PULLMAN,27927,32146,907,113400,0.028,0,0.217,0.187,0.343,0.099,0.69,0.336,0.305,0.37,0.048,0.948,0,African-American,0.044,0.427,0.573,0.935,0.038,0,0.368,0.264,0.158,0.21,24,66,95,141,167,198,219,256,88,49,32,28,28,10.2,5.7,3.7,3.3,3.3,6.3,5.1,0.9,7.9,11.3,41.6700882,-87.6191458
17031540101,5401.01,Chicago,RIVERDALE,14913,17561,325,87400,0,0,0.186,0.151,0.236,0.048,0.796,0.606,0.608,0.612,0.039,0.96,0,African-American,0.039,0.099,0.901,1,0,0,0.661,0.132,0.145,0.061,3,10,20,34,42,46,50,57,10,3,2,0,1,5.6,1.7,1.1,0,0.6,12.2,4.4,0.7,8.7,16.5,41.6507203,-87.5993689
17031540102,5401.02,Chicago,RIVERDALE,14030,18920,432,91400,0.014,0.099,0.354,0.142,0.266,0.113,0.681,0.702,0.557,0.633,0,1,0,African-American,0,0.158,0.842,0.963,0,0.037,0.556,0.093,0.332,0.019,5,16,25,36,43,53,60,69,12,11,6,3,3,3.6,3.3,1.8,0.9,0.9,9.1,4.3,0.6,7.2,13.3,41.6673315,-87.6054486
17031550100,5501,Chicago,HEGEWISCH,43358,48554,883,152300,0.021,0.027,0.171,0.253,0.28,0.198,0.697,0.172,0.216,0.245,0.735,0.141,0.005,White,0.494,0.657,0.343,0.789,0.144,0.02,0.239,0.569,0.013,0.066,14,43,62,78,108,135,155,199,183,147,129,110,114,9,7.2,6.3,5.4,5.6,2.3,1.9,0.2,3.1,4.2,41.6631813,-87.5359785
17031550200,5502,Chicago,HEGEWISCH,53568,62162,1087,156800,0.036,0,0.1,0.29,0.323,0.237,0.651,0.039,0.103,0.195,0.894,0.02,0,White,0.549,0.947,0.053,0.93,0.015,0.026,0.393,0.464,0.143,0,14,26,33,40,51,64,78,89,91,75,89,66,83,8.7,7.1,8.5,6.3,7.9,1.9,2.7,0.3,2.1,4.6,41.6550974,-87.564827
17031560100,5601,Chicago,GARFIELD RIDGE,31354,67668,1144,204500,0,0,0.076,0.18,0.128,0.155,0.729,0.332,0.196,0.188,0.726,0.12,0.145,White,0.537,0.595,0.405,0.918,0,0.082,0.707,0.203,0.09,0,6,10,17,27,36,55,65,71,32,21,11,13,19,11.6,7.6,4,4.7,6.9,3.9,3.5,0.9,3.2,7.4,41.8156737,-87.7415851
17031560200,5602,Chicago,GARFIELD RIDGE,47917,53906,1101,148700,0.028,0,0.151,0.345,0.454,0.152,0.755,0.211,0.172,0.164,0.142,0.837,0.003,African-American,0.084,0.747,0.253,1,0,0,0.556,0.132,0.311,0,11,22,44,66,84,98,112,127,62,49,29,25,27,11.7,9.3,5.5,4.7,5.1,4,2.7,0.4,7,6.6,41.8113309,-87.7478273
17031560300,5603,Chicago,GARFIELD RIDGE,55200,61250,1650,202200,0.095,0.087,0.247,0.207,0.281,0.13,0.791,0.126,0.091,0.071,0.569,0.112,0.081,White,0.554,0.94,0.06,0.978,0.014,0,0.782,0.218,0,0,9,20,36,61,85,112,138,155,100,96,64,73,83,10.6,10.1,6.8,7.7,8.8,1.5,2.4,0.4,2.7,3.9,41.8039075,-87.747987
17031560400,5604,Chicago,GARFIELD RIDGE,64904,75179,-,203100,0.04,0.076,0.116,0.229,0.348,0.224,0.804,0.028,0.011,0.063,0.568,0,0.082,White,0.577,0.98,0.02,0.977,0.023,0,0,1,0,0,2,7,16,31,48,65,73,78,45,39,27,19,45,10.6,9.2,6.4,4.5,10.6,1.7,3.4,0.4,3.9,5.1,41.8040062,-87.7406144
17031560700,5607,Chicago,GARFIELD RIDGE,44286,65769,847,207000,0.087,0.055,0.228,0.282,0.368,0.121,0.626,0.2,0.184,0.181,0.718,0.001,0,White,0.48,0.644,0.356,0.805,0.134,0.035,0.021,0.697,0.258,0.024,6,15,26,45,76,109,125,147,83,67,64,55,108,8.7,7,6.7,5.7,11.3,1.6,2.5,0.2,2.8,4.1,41.7964626,-87.7575202
17031560800,5608,Chicago,GARFIELD RIDGE,62731,79769,892,241400,0.071,0.037,0.166,0.242,0.301,0.28,0.652,0.063,0.054,0.096,0.873,0.003,0.001,White,0.422,0.806,0.194,0.903,0.039,0.058,0.161,0.516,0.3,0.024,9,19,31,49,78,130,158,185,184,199,136,149,201,9.6,10.4,7.1,7.8,10.5,1,2,0.2,2.3,3,41.7962056,-87.7721659
17031560900,5609,Chicago,GARFIELD RIDGE,74098,83155,1565,253900,0.056,0.011,0.067,0.239,0.318,0.262,0.734,0.042,0.039,0.03,0.837,0.004,0.008,White,0.301,0.913,0.087,1,0,0,1,0,0,0,9,16,35,48,62,92,123,153,244,217,187,137,201,12.9,11.5,9.9,7.3,10.6,0.8,1,0.1,1.9,1.7,41.7957701,-87.7916514
17031561000,5610,Chicago,GARFIELD RIDGE,62500,76479,699,245600,0.05,0.056,0.133,0.237,0.294,0.216,0.682,0.039,0.097,0.11,0.821,0,0,White,0.295,0.858,0.142,0.97,0.028,0.002,0.365,0.061,0.321,0.253,12,26,38,61,96,123,143,160,238,233,188,162,217,12.4,12.1,9.8,8.4,11.3,0.7,1.6,0.2,2.1,2.4,41.7885022,-87.7915033
17031561100,5611,Chicago,GARFIELD RIDGE,77222,92026,911,230000,0.037,0.016,0.079,0.313,0.35,0.247,0.775,0.055,0.048,0.053,0.806,0,0,White,0.37,0.891,0.109,0.97,0.03,0,0.439,0.561,0,0,8,15,31,52,91,119,130,158,227,201,140,163,194,11.9,10.5,7.3,8.5,10.1,1.6,1.4,0.1,2.1,2.9,41.7888698,-87.7719099
17031570100,5701,Chicago,ARCHER HEIGHTS,52115,60030,1007,202300,0.162,0,0.208,0.205,0.238,0.054,0.777,0.105,0.086,0.059,0.81,0,0.003,White,0.771,0.7,0.3,0.505,0.355,0.099,0.231,0.709,0.06,0,4,9,11,16,27,44,54,62,27,21,22,17,31,7.7,6,6.3,4.8,8.8,2.6,7.5,1.4,3.5,10.1,41.8162003,-87.7189132
17031570200,5702,Chicago,ARCHER HEIGHTS,46477,68438,867,230700,0.104,0.043,0.258,0.283,0.376,0.229,0.692,0.098,0.04,0.16,0.633,0.001,0.035,White,0.707,0.775,0.225,0.954,0.046,0,0.325,0.675,0,0,3,4,8,22,41,50,67,72,41,33,33,28,50,8.5,6.8,6.8,5.8,10.3,1.5,4.4,1,3.9,5.9,41.8143802,-87.7307146
17031570300,5703,Chicago,ARCHER HEIGHTS,41947,43574,857,227900,0.086,0.005,0.197,0.157,0.218,0.108,0.842,0.24,0.177,0.185,0.668,0,0.007,White,0.742,0.609,0.391,0.602,0.391,0,0.096,0.824,0.038,0,8,23,44,86,128,186,220,247,131,99,64,76,91,11.1,8.4,5.4,6.4,7.7,2.1,2.8,0.6,2.6,4.9,41.8041449,-87.7307909
17031570400,5704,Chicago,ARCHER HEIGHTS,43839,47614,750,214500,0.084,0.06,0.253,0.201,0.233,0.103,0.722,0.116,0.133,0.217,0.69,0.007,0,White,0.86,0.52,0.48,0.905,0.053,0.041,0.304,0.263,0.433,0,1,3,8,26,38,46,53,56,34,21,25,17,23,10.3,6.4,7.6,5.2,7,4.2,3.5,0.4,5.3,7.7,41.8049921,-87.7191305
17031570500,5705,Chicago,ARCHER HEIGHTS,40456,39984,909,213800,0.048,0,0.161,0.166,0.303,0.073,0.846,0.16,0.139,0.225,0.552,0.079,0.041,White,0.66,0.668,0.332,0.913,0.087,0,0.133,0.739,0.129,0,3,10,12,22,36,52,66,77,37,29,26,20,33,7.8,6.1,5.5,4.2,7,2.5,3.8,0.8,2.6,6.2,41.7986015,-87.7324553
17031580100,5801,Chicago,BRIGHTON PARK,36771,41607,839,192200,0.039,0.074,0.148,0.154,0.228,0.07,0.76,0.168,0.313,0.137,0.648,0.007,0.142,White,0.745,0.592,0.408,0.828,0.172,0,0.168,0.72,0.112,0,3,4,16,26,43,56,66,75,62,48,46,33,44,10.9,8.4,8.1,5.8,7.7,2.1,2.4,0.6,2.1,4.4,41.8280541,-87.690745
17031580200,5802,Chicago,BRIGHTON PARK,31335,30538,786,177700,0.095,0.062,0.266,0.119,0.161,0.093,0.843,0.309,0.344,0.301,0.407,0.02,0.105,Other,0.829,0.43,0.57,0.898,0.102,0,0.178,0.657,0.165,0,4,16,22,39,70,99,119,131,63,43,26,30,35,10.3,7,4.3,4.9,5.7,2,2.6,0.7,2.2,4.6,41.8267718,-87.6993478
17031580300,5803,Chicago,BRIGHTON PARK,29167,32051,626,171800,0.057,0.02,0.18,0.173,0.224,0.157,0.84,0.157,0.167,0.172,0.616,0,0.157,White,0.839,0.584,0.416,0.637,0.363,0,0.35,0.607,0.043,0,1,4,13,24,41,58,66,75,44,25,39,19,26,10.1,5.7,8.9,4.4,6,2.1,2.3,0.7,2.4,4.3,41.8251876,-87.708934
17031580400,5804,Chicago,BRIGHTON PARK,35663,39645,771,199700,0.131,0.073,0.262,0.142,0.239,0.104,0.734,0.178,0.225,0.118,0.614,0.011,0.105,White,0.761,0.475,0.525,0.748,0.252,0,0.181,0.661,0.066,0.055,2,8,23,50,79,111,129,154,81,49,66,53,54,9.8,5.9,8,6.4,6.5,3.1,3.5,0.8,3.3,6.6,41.8152753,-87.7091845
17031580501,5805.01,Chicago,BRIGHTON PARK,43274,38571,760,198800,0.079,0.046,0.264,0.163,0.207,0.087,0.829,0.198,0.185,0.206,0.67,0.015,0.035,White,0.822,0.429,0.571,0.536,0.464,0,0.053,0.817,0.066,0.048,10,15,35,65,100,137,157,183,59,38,41,33,38,7.8,5,5.4,4.3,5,2.7,1.7,0.5,2.9,4.4,41.819986,-87.6994962
17031580502,5805.02,Chicago,BRIGHTON PARK,45712,46058,733,194800,0.058,0.1,0.251,0.17,0.185,0.106,0.774,0.191,0.198,0.149,0.662,0.023,0.064,White,0.81,0.558,0.442,0.35,0.65,0,0.012,0.853,0.114,0.021,8,18,29,58,109,134,150,162,62,46,51,31,39,8.2,6.1,6.7,4.1,5.1,2.2,1.8,0.5,2.1,4,41.8145617,-87.6993102
17031580600,5806,Chicago,BRIGHTON PARK,39542,37626,848,212200,0.191,0.007,0.302,0.071,0.123,0.031,0.866,0.289,0.252,0.229,0.738,0.037,0.044,White,0.858,0.345,0.655,0.3,0.677,0.023,0.074,0.888,0.038,0,3,10,19,44,80,123,141,158,83,45,40,32,49,10.8,5.8,5.2,4.2,6.4,1.8,1.8,0.6,2.5,3.6,41.8173978,-87.6920314
17031580700,5807,Chicago,BRIGHTON PARK,36554,38818,831,197500,0.073,0.063,0.238,0.109,0.176,0.071,0.804,0.305,0.275,0.293,0.692,0,0.054,White,0.877,0.5,0.5,0.501,0.49,0,0.164,0.814,0.023,0,7,22,48,89,139,175,205,233,129,44,43,39,57,13.1,4.5,4.4,4,5.8,1.6,2.4,0.5,2.3,4,41.8174881,-87.686847
17031580800,5808,Chicago,BRIGHTON PARK,27656,28203,780,168300,0.174,0.034,0.328,0.073,0.111,0.047,0.852,0.209,0.229,0.176,0.778,0.009,0,White,0.942,0.352,0.648,0.609,0.391,0,0,0.922,0.078,0,3,6,14,23,33,45,57,67,27,18,13,1,16,9.4,6.3,4.5,0.3,5.6,3,3.5,0.7,3,6.5,41.8102195,-87.6866439
17031590500,5905,Chicago,MCKINLEY PARK,52625,42833,823,226300,0.126,0.13,0.321,0.114,0.115,0.082,0.689,0.122,0.176,0.154,0.654,0.009,0.162,White,0.647,0.624,0.376,0.519,0.39,0.091,0.05,0.496,0.429,0.025,1,3,6,10,16,26,34,40,55,48,47,29,42,14,12.2,12,7.4,10.7,2.9,4,1.1,3.7,6.9,41.8248994,-87.6804722
17031590600,5906,Chicago,MCKINLEY PARK,44383,47917,894,217400,0.095,0.056,0.199,0.138,0.177,0.115,0.812,0.171,0.075,0.155,0.474,0.015,0.106,White,0.664,0.511,0.489,0.579,0.421,0,0.041,0.838,0.094,0.026,1,10,19,28,50,66,85,98,71,55,51,39,47,10.7,8.3,7.7,5.9,7.1,1.4,1.1,0.4,2,2.5,41.8268328,-87.6729254
