TRACTFIPS10,Tract ID IHS,City -Suburb,Community Area,Median Household Income ,Median Family Income , Median Gross Rent , Median Home Value ,Share of  Married-Couple family with householder 15to34years,Share of Nonfamily Households15to34years,Share of Householder Aged 15to34 ,Share of Householder Aged 65,Share of households with Social Security Income,Share of households with Retirement Income,Share Family Households,share with Cash Public Assistance or Food Stamps,Below Poverty Level perPopulation,famliyhousehold Single-Parent Households with  children under 18,share of White Alone, share of African American Alone, share ofAsian Alone,Largest Racial Category by Share of Population, share of Hispanic or Latino,share of Households Owner-occupied, share of HouseholdsRenter-occupied,share of owner-occupied  in Single Family, owner-occupied units 24,owner-occupied 5 to 49units,renter-occupiedin Single Family, renter-occupied 2to4units, renter-occupied 5to49units,renter-occupied  in 50+,"Cumulative Foreclosure Filing Activity, 2005","Cumulative Foreclosure Filing Activity, 2006","Cumulative Foreclosure Filing Activity, 2007","Cumulative Foreclosure Filing Activity, 2008","Cumulative Foreclosure Filing Activity, 2009","Cumulative Foreclosure Filing Activity, 2010","Cumulative Foreclosure Filing Activity, 2011","Cumulative Foreclosure Filing Activity, 2012","Mortgage Originations, 2008","Mortgage Originations, 2009","Mortgage Originations, 2010","Mortgage Originations, 2011","Mortgage Originations, 2012","Mortgages per 100 Residential Parcels, 2008","Mortgages per 100 Residential Parcels, 2009","Mortgages per 100 Residential Parcels, 2010","Mortgages per 100 Residential Parcels, 2011","Mortgages per 100 Residential Parcels, 2012",Violent per100 population,Property per100 population,Motor Vehicle Theft per100 population,Other per100 population,Part I Crimesper 100population,LAT,LON
17031390100,3901,Chicago,KENWOOD,39688,38919,960,367900,0.024,0.056,0.209,0.059,0.156,0.061,0.644,0.215,0.099,0.356,0.04,0.939,0.009,African-American,0.01,0.307,0.693,0.705,0.151,0.145,0.364,0.273,0.291,0.072,10,23,34,44,53,64,70,79,37,68,36,32,33,11.5,21.1,11.2,9.9,10.2,4.5,5.1,0.6,3.7,9.5,41.8135545,-87.5905449
17031390200,3902,Chicago,KENWOOD,60130,62589,853,314500,0.02,0.116,0.197,0.091,0.212,0.239,0.525,0.22,0.212,0.222,0.06,0.92,0.005,African-American,0.006,0.58,0.42,0.691,0.223,0.086,0.111,0.265,0.624,0,16,30,49,66,90,109,120,131,78,97,59,57,75,11.9,14.8,9,8.7,11.5,3.8,4.4,0.6,3.2,8.2,41.813041,-87.5994765
17031390300,3903,Chicago,KENWOOD,23077,17000,576,222700,0,0.144,0.311,0.185,0.236,0.075,0.405,0.323,0.405,0.634,0.063,0.928,0.004,African-American,0.008,0.176,0.824,0.103,0.354,0.224,0,0.126,0.384,0.49,4,11,24,34,41,61,70,85,59,58,14,20,64,14.8,14.6,3.5,5,16.1,4.7,4.8,0.7,4.8,9.6,41.8132006,-87.6042089
17031390400,3904,Chicago,KENWOOD,21439,26750,734,239000,0.024,0.103,0.223,0.303,0.356,0.146,0.368,0.373,0.345,0.425,0.062,0.913,0.003,African-American,0.017,0.275,0.725,0.34,0.11,0.294,0.012,0.094,0.476,0.418,8,16,28,45,55,65,83,97,58,59,54,40,36,12,12.2,11.2,8.3,7.5,3.9,3.5,0.5,3.9,7.3,41.8059243,-87.6040582
17031390500,3905,Chicago,KENWOOD,44962,117237,846,481600,0.012,0.225,0.256,0.19,0.236,0.117,0.44,0.122,0.18,0.139,0.226,0.676,0.085,African-American,0.05,0.316,0.684,0.605,0.082,0.313,0.081,0.242,0.51,0.167,3,5,6,10,15,18,23,26,50,43,55,50,55,16.1,13.9,17.7,16.1,17.7,2.2,2.3,0.3,2.3,4.5,41.8059781,-87.5991987
17031390600,3906,Chicago,KENWOOD,57768,120034,989,606500,0.086,0.089,0.203,0.223,0.218,0.123,0.597,0.091,0.117,0.179,0.402,0.448,0.043,African-American,0.078,0.449,0.551,0.532,0.078,0.38,0,0.079,0.306,0.616,3,6,11,17,21,30,34,39,75,90,70,64,67,16.9,20.3,15.8,14.4,15.1,1.7,4.7,0.5,1.7,6.4,41.8060181,-87.5943504
17031390700,3907,Chicago,KENWOOD,47727,81429,1216,168800,0.035,0.284,0.344,0.245,0.241,0.201,0.304,0.042,0.21,0.069,0.35,0.467,0.145,African-American,0.075,0.276,0.724,0.108,0,0.142,0.015,0.02,0.119,0.847,13,34,55,83,99,124,148,175,108,98,69,72,84,8.1,7.4,5.2,5.4,6.3,1.5,3.1,0.3,2.1,4.7,41.8040164,-87.5804887
17031400300,4003,Chicago,WASHINGTON PARK,41641,45750,1013,188900,0.059,0.022,0.236,0.231,0.362,0.186,0.629,0.443,0.315,0.235,0.006,0.988,0,African-American,0.006,0.366,0.634,0.404,0.232,0.365,0.08,0.438,0.412,0.071,8,20,36,56,78,97,121,132,44,17,18,12,25,14.6,5.6,6,4,8.3,9.8,10.2,2.3,10.8,20,41.7897197,-87.6114331
17031400400,4004,Chicago,WASHINGTON PARK,24583,26725,932,176400,0,0.043,0.154,0.199,0.265,0.112,0.537,0.39,0.353,0.542,0.001,0.986,0.006,African-American,0,0.299,0.701,0.177,0.468,0.355,0.029,0.279,0.692,0,10,19,38,63,86,103,115,141,66,33,12,11,25,13.8,6.9,2.5,2.3,5.2,13.5,9.2,1.8,14.9,22.7,41.7911261,-87.6183211
17031400500,4005,Chicago,WASHINGTON PARK,24194,25694,902,218200,0.011,0.065,0.227,0.262,0.361,0.157,0.65,0.539,0.471,0.383,0,0.994,0,African-American,0,0.111,0.889,0.293,0.707,0,0.056,0.438,0.403,0.087,10,22,45,65,79,93,105,111,17,14,18,15,10,6.7,5.5,7.1,5.9,3.9,11.2,8,1.6,11,19.2,41.7910414,-87.6231791
17031400800,4008,Chicago,WASHINGTON PARK,14288,12869,687,140300,0.026,0.047,0.309,0.196,0.265,0.063,0.551,0.659,0.616,0.662,0.001,0.989,0,African-American,0,0.054,0.946,0.19,0.241,0.569,0.058,0.156,0.329,0.456,7,15,29,62,80,94,104,108,37,45,10,10,25,13.5,16.4,3.6,3.6,9.1,10,7,1.3,10.5,16.9,41.7828633,-87.620558
17031410100,4101,Chicago,HYDE PARK,33942,74410,928,182400,0.064,0.238,0.316,0.124,0.097,0.104,0.283,0.133,0.214,0.27,0.301,0.512,0.044,African-American,0.182,0.257,0.743,0.174,0,0.319,0,0.039,0.379,0.582,1,2,3,6,6,6,9,16,33,32,20,16,31,12,11.6,7.2,5.8,11.2,2.3,2.9,0.3,2.4,5.2,41.8015969,-87.5810131
17031410200,4102,Chicago,HYDE PARK,23885,39667,847,322200,0.153,0.499,0.652,0.077,0.071,0.086,0.275,0.118,0.323,0.136,0.447,0.253,0.235,White,0.011,0.16,0.84,0.344,0.3,0.211,0,0,0.391,0.609,2,4,7,10,13,19,26,28,25,20,13,15,18,11.1,8.8,5.8,6.6,8,1.7,2.3,0.3,0.9,4,41.8016675,-87.5942678
17031410500,4105,Chicago,HYDE PARK,45647,76806,939,270200,0.055,0.197,0.335,0.116,0.114,0.158,0.44,0.18,0.278,0.277,0.29,0.615,0.057,African-American,0.073,0.435,0.565,0.482,0.038,0.274,0.076,0.082,0.593,0.249,2,9,21,30,38,50,59,68,60,74,54,40,49,12.5,15.4,11.3,8.3,10.2,2.4,2.6,0.5,2.3,5,41.7978272,-87.6037464
17031410600,4106,Chicago,HYDE PARK,49655,60521,1103,234200,0.056,0.262,0.318,0.118,0.252,0.08,0.401,0.064,0.21,0.096,0.447,0.408,0.113,White,0.022,0.298,0.702,0.555,0.039,0.159,0.017,0.164,0.708,0.111,6,10,11,19,26,38,50,56,74,77,58,69,64,14.9,15.6,11.7,13.9,12.9,1.1,2.8,0.2,1.3,3.9,41.797971,-87.5989451
17031410700,4107,Chicago,HYDE PARK,44539,83807,967,246700,0.077,0.463,0.549,0.155,0.181,0.079,0.319,0.031,0.247,0.149,0.615,0.21,0.108,White,0.066,0.324,0.676,0.328,0.023,0.649,0,0.12,0.644,0.237,2,4,5,14,21,27,31,33,58,50,41,33,50,14.1,12.2,10,8,12.2,2,2.9,0.1,1.8,4.8,41.7980399,-87.5941982
17031410800,4108,Chicago,HYDE PARK,39449,44934,833,165100,0.073,0.314,0.437,0.14,0.166,0.096,0.331,0.124,0.195,0.312,0.349,0.436,0.133,African-American,0.088,0.28,0.72,0.34,0,0.228,0.022,0.134,0.302,0.542,7,13,19,27,37,49,60,75,88,69,47,45,41,9.8,7.7,5.2,5,4.6,2.2,4.1,0.3,2.6,6.3,41.7979588,-87.5896244
17031410900,4109,Chicago,HYDE PARK,60174,91484,899,303400,0.073,0.209,0.315,0.221,0.262,0.167,0.357,0.073,0.183,0.166,0.538,0.326,0.047,White,0.09,0.461,0.539,0.085,0.028,0.614,0.03,0.043,0.622,0.306,7,11,17,27,32,41,49,57,87,95,71,69,57,9.5,10.4,7.8,7.5,6.2,1.5,2.9,0.3,2,4.5,41.7966958,-87.5780755
17031411000,4110,Chicago,HYDE PARK,50653,103281,964,168100,0.026,0.221,0.265,0.331,0.345,0.238,0.248,0.037,0.184,0.088,0.602,0.275,0.086,White,0.042,0.385,0.615,0.128,0,0.108,0,0.055,0.315,0.631,6,11,21,23,28,32,36,40,48,52,26,34,43,7.9,8.6,4.3,5.6,7.1,1.3,3.5,0.4,2.4,4.8,41.7872267,-87.577462
17031411100,4111,Chicago,HYDE PARK,75054,124941,968,372300,0.07,0.225,0.295,0.17,0.155,0.102,0.507,0.009,0.168,0.083,0.685,0.064,0.233,White,0.017,0.515,0.485,0.507,0.055,0.429,0.021,0,0.546,0.434,2,4,5,6,6,6,7,9,54,81,68,67,87,10.2,15.4,12.9,12.7,16.5,0.9,2.1,0.2,1.2,3,41.7904505,-87.5897016
17031411200,4112,Chicago,HYDE PARK,69750,147361,1126,575600,0.075,0.233,0.308,0.204,0.201,0.171,0.559,0.041,0.176,0.008,0.702,0.132,0.14,White,0.017,0.492,0.508,0.612,0.057,0.33,0.106,0.05,0.454,0.39,0,0,1,1,2,4,6,8,62,59,72,70,74,13,12.3,15.1,14.6,15.5,0.8,2.9,0.4,1.4,3.8,41.7905557,-87.5940172
17031420100,4201,Chicago,WOODLAWN,13807,17679,578,-,0.036,0.051,0.274,0.239,0.362,0.11,0.369,0.399,0.477,0.73,0.064,0.915,0.021,African-American,0.036,0.026,0.974,1,0,0,0.164,0.194,0.137,0.504,1,3,3,5,5,9,14,18,5,12,6,5,5,8.3,20,10,8.3,8.3,8,5.9,0.8,9,13.9,41.7825686,-87.5795041
17031420200,4202,Chicago,WOODLAWN,30673,40972,832,242700,0.115,0.117,0.305,0.084,0.093,0.026,0.457,0.292,0.254,0.363,0.219,0.677,0.045,African-American,0.029,0.226,0.774,0.39,0.149,0.461,0.083,0.315,0.455,0.146,9,14,26,41,53,67,69,74,46,24,16,24,36,17.2,9,6,9,13.4,4.4,2.9,0.5,3.6,7.3,41.7834582,-87.593516
17031420300,4203,Chicago,WOODLAWN,40455,46042,831,278100,0.06,0.17,0.324,0.062,0.139,0.124,0.504,0.223,0.236,0.182,0.351,0.522,0.116,African-American,0.021,0.294,0.706,0.516,0.185,0.299,0.032,0.114,0.655,0.199,8,15,22,29,37,49,57,65,41,28,21,43,13,14,9.6,7.2,14.7,4.4,1.8,3.5,0.5,2.5,5.3,41.7832241,-87.598697
17031420400,4204,Chicago,WOODLAWN,19358,33854,781,147600,0.109,0.172,0.312,0.206,0.208,0.076,0.435,0.147,0.391,0.122,0.194,0.643,0.112,African-American,0.042,0.172,0.828,0.138,0.463,0.341,0.012,0.176,0.424,0.389,4,9,17,27,35,38,40,43,31,18,13,13,19,14.8,8.6,6.2,6.2,9,3.7,4.4,0.5,4.5,8.2,41.7831699,-87.6035584
17031420500,4205,Chicago,WOODLAWN,23125,25000,775,206700,0,0.054,0.192,0.269,0.328,0.144,0.503,0.445,0.458,0.438,0.005,0.96,0.003,African-American,0.008,0.154,0.846,0.046,0.954,0,0.038,0.461,0.172,0.328,10,29,41,60,73,95,111,119,35,25,18,13,23,11.3,8.1,5.8,4.2,7.4,9.1,4.3,0.3,10.2,13.3,41.7831002,-87.6084261
17031420600,4206,Chicago,WOODLAWN,16552,21310,836,196300,0,0.091,0.304,0.265,0.361,0.095,0.595,0.43,0.589,0.419,0.034,0.959,0.002,African-American,0,0.137,0.863,0.05,0.55,0.225,0.116,0.536,0.311,0.038,7,27,58,99,131,158,168,177,67,37,30,46,18,16.2,9,7.3,11.1,4.4,12.2,5.7,0.7,17.1,17.9,41.7830135,-87.6132777
17031420700,4207,Chicago,WOODLAWN,28793,27500,980,119900,0.017,0.153,0.254,0.196,0.337,0.133,0.489,0.456,0.389,0.278,0.01,0.98,0,African-American,0.016,0.261,0.739,0.524,0.371,0.105,0.036,0.877,0.066,0.021,40,77,159,240,290,328,345,367,106,61,58,33,30,12.8,7.4,7,4,3.6,14.8,8.9,1,21.4,23.7,41.7766914,-87.6106933
17031420800,4208,Chicago,WOODLAWN,27292,30028,890,255600,0.032,0.071,0.172,0.226,0.268,0.109,0.639,0.395,0.323,0.265,0.029,0.943,0,African-American,0.02,0.234,0.766,0.401,0.536,0.063,0.006,0.657,0.337,0,13,35,78,112,135,162,183,202,120,45,30,33,36,22.1,8.3,5.5,6.1,6.6,8.1,5.6,0.4,10.6,13.6,41.7769097,-87.6032569
17031421200,4212,Chicago,WOODLAWN,23400,38472,775,160600,0,0.054,0.097,0.231,0.359,0.18,0.427,0.331,0.336,0.243,0,0.99,0.01,African-American,0.01,0.346,0.654,0.563,0.437,0,0.211,0.372,0.176,0.241,13,25,57,81,101,117,125,132,37,20,12,18,10,10.7,5.8,3.5,5.2,2.9,9.8,7.4,0.9,15.4,17.1,41.7706622,-87.6089474
17031430101,4301.01,Chicago,SOUTH SHORE,31580,36402,958,272100,0.03,0.077,0.229,0.123,0.192,0.081,0.61,0.321,0.209,0.53,0.009,0.93,0,African-American,0.004,0.139,0.861,0.118,0.45,0.432,0,0.292,0.66,0.048,9,21,51,75,112,145,164,186,93,49,40,28,31,15.2,8,6.5,4.6,5.1,7.5,6.6,0.8,9.6,14,41.7698263,-87.5739529
17031430102,4301.02,Chicago,SOUTH SHORE,27376,58828,706,194600,0.025,0.196,0.274,0.181,0.257,0.109,0.244,0.279,0.255,0.296,0.009,0.985,0,African-American,0,0.197,0.803,0.251,0.162,0.524,0.044,0.104,0.247,0.605,7,23,37,49,56,69,85,96,38,36,25,14,22,7.5,7.1,4.9,2.8,4.3,4.6,4.8,0.5,4.1,9.4,41.7689534,-87.5638136
17031430200,4302,Chicago,SOUTH SHORE,20417,38713,667,241400,0,0.076,0.156,0.264,0.235,0.112,0.39,0.407,0.43,0.431,0.031,0.888,0,African-American,0.035,0.145,0.855,0.698,0.114,0.151,0,0.18,0.666,0.154,18,33,58,76,99,122,151,178,90,58,52,40,56,12,7.8,7,5.4,7.5,7.5,7.1,0.7,9.3,14.6,41.7697314,-87.5813483
17031430300,4303,Chicago,SOUTH SHORE,42946,44781,860,183900,0,0.132,0.239,0.225,0.208,0.092,0.565,0.323,0.272,0.389,0.006,0.979,0,African-American,0.016,0.227,0.773,0.277,0.486,0.237,0.007,0.525,0.468,0,6,29,58,88,133,148,170,186,66,21,32,14,27,14,4.4,6.8,3,5.7,12.3,8.6,1.2,13.1,20.9,41.7696911,-87.5893536
17031430400,4304,Chicago,SOUTH SHORE,34511,43882,949,184100,0,0.057,0.145,0.217,0.318,0.143,0.53,0.513,0.345,0.328,0.01,0.965,0.002,African-American,0.008,0.407,0.593,0.622,0.378,0,0.148,0.454,0.289,0.11,23,58,97,142,170,205,230,260,74,55,29,25,36,10.7,8,4.2,3.6,5.2,7,6.9,0.7,7.8,13.9,41.7621776,-87.5903215
17031430500,4305,Chicago,SOUTH SHORE,22922,30602,726,203400,0.013,0.134,0.252,0.164,0.24,0.119,0.379,0.402,0.375,0.351,0.001,0.972,0,African-American,0.013,0.12,0.88,0.721,0.242,0.037,0.017,0.294,0.525,0.165,12,28,56,78,104,115,124,133,65,32,18,21,29,16.1,7.9,4.5,5.2,7.2,9.7,7.1,0.9,8.3,16.8,41.7642842,-87.5812736
17031430600,4306,Chicago,SOUTH SHORE,36683,45250,883,275000,0,0.105,0.245,0.156,0.197,0.16,0.588,0.24,0.24,0.428,0.004,0.923,0,African-American,0,0.343,0.657,0.557,0.082,0.361,0,0.393,0.43,0.176,7,19,34,43,59,71,80,93,51,24,19,17,22,13.4,6.3,5,4.5,5.8,7.5,12.8,0.9,8.6,20.3,41.7643854,-87.5713747
17031430700,4307,Chicago,SOUTH SHORE,30315,23698,819,234700,0.007,0.202,0.323,0.149,0.192,0.074,0.326,0.297,0.436,0.531,0.037,0.922,0,African-American,0.024,0.175,0.825,0.459,0.321,0.096,0.007,0.111,0.555,0.327,6,17,30,43,61,75,87,97,31,6,20,11,17,10.8,2.1,7,3.8,5.9,5.3,3.6,0.5,4.9,9,41.7652716,-87.5608903
17031430800,4308,Chicago,SOUTH SHORE,34782,37386,916,196000,0,0.025,0.128,0.202,0.23,0.183,0.583,0.319,0.214,0.341,0.016,0.948,0,African-American,0.007,0.431,0.569,0.784,0.182,0,0.096,0.605,0.299,0,11,16,24,33,44,56,70,84,37,28,33,25,33,9.7,7.3,8.6,6.5,8.6,5.3,5.4,0.4,5.7,10.8,41.76075,-87.5712983
17031430900,4309,Chicago,SOUTH SHORE,29250,42639,848,172900,0.009,0.128,0.255,0.23,0.319,0.219,0.585,0.401,0.28,0.328,0.003,0.995,0.003,African-American,0,0.324,0.676,0.846,0.105,0.022,0.042,0.229,0.697,0.032,10,19,38,50,60,66,79,88,35,24,19,14,23,10.3,7.1,5.6,4.1,6.8,6.7,6.7,0.4,5.3,13.2,41.760641,-87.5811851
17031431200,4312,Chicago,SOUTH SHORE,49417,66635,775,164600,0.048,0,0.127,0.295,0.339,0.34,0.673,0.225,0.111,0.121,0.023,0.957,0,African-American,0.02,0.738,0.262,0.874,0.126,0,0.083,0.609,0.308,0,26,68,109,144,169,211,225,261,144,93,54,48,49,15.1,9.7,5.7,5,5.1,6.1,6.5,1.2,6.7,12.7,41.7553011,-87.5711843
17031431301,4313.01,Chicago,SOUTH SHORE,22772,23050,887,183400,0,0.043,0.113,0.215,0.185,0.201,0.56,0.41,0.441,0.386,0.001,0.971,0,African-American,0.004,0.179,0.821,0.502,0.498,0,0.06,0.49,0.45,0,19,48,87,120,142,163,185,203,62,50,21,22,25,11.6,9.4,3.9,4.1,4.7,11.1,10,1.4,14.4,21.2,41.7535302,-87.5601863
17031431302,4313.02,Chicago,SOUTH SHORE,21371,29487,869,134100,0.024,0.082,0.264,0.197,0.252,0.033,0.485,0.374,0.327,0.529,0,0.961,0,African-American,0.032,0.086,0.914,0.436,0.436,0.127,0.06,0.267,0.576,0.097,8,30,63,98,138,155,172,194,70,22,20,33,27,12.2,3.8,3.5,5.7,4.7,15.4,9.1,1,16.1,24.5,41.7583855,-87.5627859
17031431400,4314,Chicago,SOUTH SHORE,30762,40250,795,89400,0.015,0.113,0.202,0.214,0.244,0.14,0.278,0.258,0.296,0.461,0.048,0.917,0.007,African-American,0.019,0.176,0.824,0.436,0.049,0.219,0.081,0.12,0.391,0.408,18,44,77,129,160,198,232,257,89,72,30,26,49,7.6,6.1,2.6,2.2,4.2,7.2,5.2,0.6,6.1,12.3,41.7572976,-87.5465269
17031440101,4401.01,Chicago,CHATHAM,25469,29136,777,103100,0,0.062,0.287,0.163,0.212,0.05,0.632,0.437,0.404,0.433,0.002,0.996,0.002,African-American,0.02,0.176,0.824,0.422,0.369,0.209,0.099,0.524,0.349,0.028,13,31,55,85,121,140,159,175,62,71,42,35,26,12.1,13.8,8.2,6.8,5.1,9.1,5,0.8,8.6,14.1,41.7486349,-87.6013946
17031440102,4401.02,Chicago,CHATHAM,28224,29048,776,117300,0,0.12,0.279,0.169,0.196,0.224,0.358,0.433,0.36,0.481,0.004,0.996,0,African-American,0,0.206,0.794,0.933,0.034,0.034,0.047,0.408,0.468,0.077,9,24,44,67,100,121,135,152,69,78,24,34,54,11,12.5,3.8,5.4,8.6,9.3,7.3,1,9.3,16.6,41.7409356,-87.6011636
17031440201,4402.01,Chicago,CHATHAM,26596,45132,863,157300,0.015,0.083,0.221,0.234,0.215,0.231,0.514,0.435,0.342,0.42,0,0.966,0,African-American,0.002,0.142,0.858,0.393,0.571,0.036,0.029,0.585,0.378,0.007,18,36,57,82,109,132,154,175,65,55,42,32,44,8.3,7.1,5.4,4.1,5.6,6.9,5.2,1.2,5.9,12,41.7482101,-87.6100746
17031440202,4402.02,Chicago,CHATHAM,25998,30978,763,195800,0.044,0.022,0.071,0.415,0.384,0.216,0.503,0.175,0.262,0.157,0.005,0.972,0,African-American,0.004,0.285,0.715,0.761,0.17,0.069,0.192,0.137,0.542,0.13,10,26,49,67,90,111,126,139,53,44,58,39,37,6.9,5.7,7.5,5.1,4.8,5.9,9,0.5,6.6,14.9,41.7409599,-87.609762
17031440300,4403,Chicago,CHATHAM,45839,52945,857,174300,0.031,0.055,0.128,0.319,0.4,0.277,0.532,0.128,0.133,0.204,0.018,0.961,0,African-American,0,0.535,0.465,0.939,0.019,0.042,0.173,0.447,0.379,0,20,50,77,104,140,188,214,252,156,102,82,73,88,10.3,6.7,5.4,4.8,5.8,4.2,5.3,1.1,4.5,9.6,41.7437205,-87.6195429
17031440600,4406,Chicago,CHATHAM,44891,58403,1000,167000,0,0.06,0.079,0.305,0.421,0.272,0.598,0.142,0.179,0.153,0.012,0.98,0,African-American,0.003,0.83,0.17,0.994,0.006,0,0.985,0.015,0,0,18,42,63,79,108,129,144,161,96,57,57,57,60,11,6.5,6.5,6.5,6.8,4.8,4.3,1.3,5.5,9.1,41.7326718,-87.6191373
17031440700,4407,Chicago,CHATHAM,43500,55208,916,191000,0,0.007,0.102,0.364,0.392,0.298,0.672,0.238,0.253,0.259,0.017,0.92,0.006,African-American,0,0.738,0.262,0.944,0.049,0.007,0.513,0.388,0.1,0,9,28,46,66,77,94,105,119,87,46,27,32,28,15.9,8.4,4.9,5.9,5.1,4.7,4.7,0.8,4.3,9.4,41.7347514,-87.6096294
17031440800,4408,Chicago,CHATHAM,26897,31364,804,140700,0,0.085,0.219,0.166,0.248,0.125,0.684,0.438,0.404,0.409,0,0.994,0,African-American,0.004,0.257,0.743,0.611,0.246,0.143,0.14,0.216,0.629,0.015,16,27,39,60,70,79,102,113,52,31,20,13,12,13,7.7,5,3.2,3,4.3,3,0.6,6,7.4,41.7317122,-87.6033281
17031440900,4409,Chicago,CHATHAM,38016,47500,950,150300,0,0.052,0.143,0.313,0.43,0.235,0.655,0.323,0.114,0.309,0.001,0.994,0,African-American,0.006,0.585,0.415,0.869,0.131,0,0.115,0.6,0.285,0,28,63,95,135,164,189,207,236,108,77,46,37,38,12.8,9.1,5.5,4.4,4.5,5.3,4.6,0.8,6.2,9.9,41.728669,-87.6090057
17031450300,4503,Chicago,AVALON PARK,37056,50469,932,167900,0.018,0.037,0.087,0.304,0.365,0.256,0.602,0.243,0.203,0.253,0.032,0.956,0,African-American,0.008,0.695,0.305,0.865,0.135,0,0.273,0.604,0.123,0,26,63,106,153,195,232,261,293,140,108,68,50,48,11.5,8.9,5.6,4.1,4,5.6,6.1,0.9,4.7,11.6,41.7419438,-87.5790892
17031460100,4601,Chicago,SOUTH CHICAGO,31178,38148,759,116600,0.052,0.105,0.269,0.147,0.248,0.07,0.508,0.304,0.282,0.367,0.193,0.747,0,African-American,0.233,0.341,0.659,0.697,0.249,0,0.086,0.546,0.295,0.072,30,78,119,168,205,234,253,280,65,30,26,22,30,7.4,3.4,3,2.5,3.4,8.8,5.9,0.8,9.9,14.6,41.7479818,-87.5393264
17031460200,4602,Chicago,SOUTH CHICAGO,22247,24750,706,155400,0.039,0.137,0.276,0.076,0.185,0.091,0.538,0.365,0.475,0.376,0.502,0.408,0,White,0.52,0.224,0.776,0.238,0.762,0,0.235,0.662,0.103,0,9,21,45,85,111,133,145,155,34,13,15,13,11,7,2.7,3.1,2.7,2.3,8.3,4.9,0.7,8,13.2,41.7413868,-87.5470111
17031460301,4603.01,Chicago,SOUTH CHICAGO,35052,42458,781,103800,0.063,0.042,0.147,0.102,0.272,0.129,0.735,0.287,0.298,0.188,0.224,0.682,0,African-American,0.324,0.487,0.513,0.697,0.303,0,0.064,0.911,0.025,0,24,78,129,173,206,233,256,280,64,52,31,21,24,8.2,6.6,3.9,2.7,3.1,5.9,4.9,0.7,6.6,10.8,41.7400278,-87.5563645
17031460302,4603.02,Chicago,SOUTH CHICAGO,20376,28165,909,124900,0.013,0.08,0.219,0.243,0.325,0.168,0.696,0.465,0.422,0.298,0.012,0.939,0.016,African-American,0.044,0.346,0.654,0.837,0.11,0.031,0.333,0.473,0.194,0,29,84,133,182,232,268,299,322,110,58,42,35,25,11.9,6.3,4.6,3.8,2.7,7.6,5.7,0.5,9,13.2,41.7470862,-87.5573905
17031460400,4604,Chicago,SOUTH CHICAGO,45096,57134,950,178500,0,0.018,0.117,0.306,0.349,0.211,0.661,0.213,0.157,0.193,0.005,0.987,0,African-American,0,0.525,0.475,0.693,0.277,0.03,0.239,0.565,0.16,0.036,19,50,85,145,184,218,246,270,132,100,60,42,48,13.6,10.3,6.2,4.3,5,7.1,5.9,0.8,7.7,13,41.7444903,-87.5636922
17031460500,4605,Chicago,SOUTH CHICAGO,48504,59423,838,158800,0.029,0.028,0.123,0.396,0.407,0.296,0.631,0.23,0.143,0.213,0.024,0.933,0,African-American,0.008,0.662,0.338,0.842,0.127,0.031,0.183,0.48,0.189,0.148,50,84,142,204,245,296,343,386,190,121,115,82,74,10.7,6.8,6.5,4.6,4.2,6.6,6.9,1.1,6.5,13.4,41.7468818,-87.572604
17031460600,4606,Chicago,SOUTH CHICAGO,23594,40694,981,122300,0.025,0.088,0.172,0.216,0.226,0.059,0.585,0.314,0.366,0.34,0.121,0.839,0,African-American,0.09,0.555,0.445,0.518,0.482,0,0.144,0.779,0.077,0,9,22,40,56,66,74,82,99,17,17,5,10,8,6.7,6.7,2,4,3.2,10.2,5.2,0.3,9.1,15.4,41.7356327,-87.5595142
17031460700,4607,Chicago,SOUTH CHICAGO,19321,18467,767,176000,0.064,0.078,0.357,0.082,0.112,0.019,0.708,0.532,0.634,0.541,0.289,0.572,0.008,African-American,0.379,0.056,0.944,0.588,0.412,0,0.073,0.553,0.362,0.012,11,25,41,54,68,84,91,95,26,8,8,3,7,6.8,2.1,2.1,0.8,1.8,10,4.8,0.6,8.7,14.8,41.7355801,-87.5492814
17031461000,4610,Chicago,SOUTH CHICAGO,14562,35987,383,98000,0.01,0,0.055,0.518,0.472,0.132,0.427,0.397,0.376,0.248,0.475,0.465,0,White,0.53,0.239,0.761,0.619,0.33,0.026,0,0.281,0.128,0.554,4,12,16,22,28,36,42,44,9,4,7,5,5,5.1,2.3,4,2.8,2.8,7.2,8.3,0.9,8.1,15.5,41.7273925,-87.5465424
17031470100,4701,Chicago,BURNSIDE,27500,30960,624,132300,0,0,0.085,0.319,0.414,0.248,0.707,0.356,0.475,0.282,0.006,0.994,0,African-American,0,0.549,0.451,0.891,0.074,0.034,0.389,0.244,0.029,0.315,35,65,114,165,204,238,255,282,70,53,39,27,25,8.2,6.2,4.6,3.2,2.9,4,5.8,0.7,5.1,9.7,41.7282207,-87.5964896
17031480100,4801,Chicago,CALUMET HEIGHTS,59330,66429,827,168700,0,0.09,0.138,0.443,0.499,0.363,0.586,0.173,0.124,0.169,0.012,0.981,0,African-American,0.006,0.791,0.209,0.976,0.013,0.011,0.191,0.372,0.436,0,10,33,51,64,82,98,114,135,107,68,50,34,56,12.8,8.1,6,4.1,6.7,4.2,5.8,0.5,5.2,10,41.735248,-87.5756027
